Data;Taxa (% a.a.);Fator diario;Financeiro (R$);Operacoes;Media;Mediana;Moda;Desvio padrao;Indice de curtose
21/03/2024;10,65;1,00040168;1.510.469.346.290,41;808;10,65;10,64;10,65;0,031;6.701,34
20/03/2024;11,15;1,00041957;1.591.184.970.514,50;701;11,15;11,14;11,15;0,027;8.862,46
19/03/2024;11,15;1,00041957;1.640.775.273.638,24;829;11,15;11,14;11,15;0,046;4.537,34
18/03/2024;11,15;1,00041957;1.640.454.643.853,86;821;11,15;11,14;11,15;0,052;3.758,48
15/03/2024;11,15;1,00041957;1.636.404.957.681,23;772;11,15;11,14;11,15;0,049;4.083,31
14/03/2024;11,15;1,00041957;1.656.993.977.858,11;762;11,15;11,14;11,15;0,044;4.841,40
13/03/2024;11,15;1,00041957;1.658.549.204.395,96;706;11,15;11,14;11,15;0,033;6.505,66
12/03/2024;11,15;1,00041957;1.681.317.464.453,74;690;11,15;11,14;11,15;0,029;5.833,66
11/03/2024;11,15;1,00041957;1.686.889.681.545,67;690;11,15;11,14;11,15;0,03;5.988,73
08/03/2024;11,15;1,00041957;1.663.913.152.259,60;673;11,15;11,14;11,15;0,035;5.695,35
07/03/2024;11,15;1,00041957;1.681.337.740.362,36;643;11,15;11,14;11,15;0,036;5.802,34
06/03/2024;11,15;1,00041957;1.678.488.688.928,94;676;11,15;11,14;11,15;0,032;6.351,52
05/03/2024;11,15;1,00041957;1.726.185.759.949,36;659;11,15;11,14;11,15;0,03;7.393,22
04/03/2024;11,15;1,00041957;1.707.210.174.152,79;677;11,15;11,14;11,15;0,028;7.723,59
01/03/2024;11,15;1,00041957;1.677.614.560.139,82;695;11,15;11,14;11,15;0,027;7.920,08
29/02/2024;11,15;1,00041957;1.468.808.328.596,39;776;11,15;11,14;11,15;0,035;6.177,20
28/02/2024;11,15;1,00041957;1.499.640.862.521,42;839;11,15;11,14;11,15;0,036;5.829,89
27/02/2024;11,15;1,00041957;1.530.555.568.242,40;791;11,15;11,14;11,15;0,032;6.075,37
26/02/2024;11,15;1,00041957;1.524.850.114.431,47;810;11,15;11,14;11,15;0,035;5.864,93
23/02/2024;11,15;1,00041957;1.539.199.993.067,43;799;11,15;11,14;11,15;0,037;5.657,67
22/02/2024;11,15;1,00041957;1.545.423.664.801,08;815;11,15;11,14;11,15;0,034;6.105,59
21/02/2024;11,15;1,00041957;1.547.171.447.373,15;811;11,15;11,14;11,15;0,032;6.218,29
20/02/2024;11,15;1,00041957;1.634.955.165.732,08;692;11,15;11,14;11,15;0,03;6.513,60
19/02/2024;11,15;1,00041957;1.630.886.130.019,72;670;11,15;11,14;11,15;0,031;9.497,70
16/02/2024;11,15;1,00041957;1.629.579.919.348,06;666;11,15;11,14;11,15;0,046;4.929,37
15/02/2024;11,15;1,00041957;1.634.565.313.425,61;839;11,15;11,14;11,15;0,047;4.891,70
14/02/2024;11,15;1,00041957;1.570.554.315.877,10;767;11,15;11,14;11,15;0,035;7.149,26
09/02/2024;11,15;1,00041957;1.566.096.933.696,73;662;11,15;11,14;11,15;0,037;7.191,80
08/02/2024;11,15;1,00041957;1.572.064.959.545,76;643;11,15;11,14;11,15;0,034;8.211,76
07/02/2024;11,15;1,00041957;1.544.927.992.166,23;766;11,15;11,14;11,15;0,031;9.076,91
06/02/2024;11,15;1,00041957;1.559.639.980.784,27;679;11,15;11,14;11,15;0,031;9.168,55
05/02/2024;11,15;1,00041957;1.554.763.257.720,38;806;11,15;11,14;11,15;0,031;9.174,47
02/02/2024;11,15;1,00041957;1.517.722.256.865,04;681;11,15;11,14;11,15;0,031;8.963,66
01/02/2024;11,15;1,00041957;1.503.554.314.668,98;783;11,15;11,14;11,15;0,029;9.563,52
31/01/2024;11,65;1,00043739;1.533.244.314.025,86;772;11,65;11,64;11,65;0,034;8.385,51
30/01/2024;11,65;1,00043739;1.616.815.414.279,06;686;11,65;11,64;11,65;0,041;7.079,64
29/01/2024;11,65;1,00043739;1.620.028.498.446,19;697;11,65;11,64;11,65;0,036;8.006,16
26/01/2024;11,65;1,00043739;1.585.075.745.539,65;807;11,65;11,64;11,65;0,043;6.262,99
25/01/2024;11,65;1,00043739;1.610.564.222.616,30;637;11,65;11,64;11,65;0,032;9.530,36
24/01/2024;11,65;1,00043739;1.627.692.451.285,63;639;11,65;11,64;11,65;0,036;7.868,60
23/01/2024;11,65;1,00043739;1.651.256.684.888,53;697;11,65;11,64;11,65;0,038;7.506,53
22/01/2024;11,65;1,00043739;1.647.839.495.200,18;804;11,65;11,64;11,65;0,034;8.512,64
19/01/2024;11,65;1,00043739;1.677.824.492.401,72;680;11,65;11,64;11,65;0,032;9.676,56
18/01/2024;11,65;1,00043739;1.699.629.435.994,04;661;11,65;11,64;11,65;0,031;9.983,48
17/01/2024;11,65;1,00043739;1.704.985.217.720,72;670;11,65;11,64;11,65;0,03;10.160,05
16/01/2024;11,65;1,00043739;1.720.133.873.850,79;655;11,65;11,64;11,65;0,057;3.757,57
15/01/2024;11,65;1,00043739;1.737.813.473.272,39;722;11,65;11,64;11,65;0,122;148.630,86
12/01/2024;11,65;1,00043739;1.726.077.197.988,73;717;11,65;11,64;11,65;0,052;8.331,70
11/01/2024;11,65;1,00043739;1.732.416.708.760,72;699;11,65;11,64;11,65;0,032;9.111,98
10/01/2024;11,65;1,00043739;1.728.690.168.258,27;715;11,65;11,64;11,65;0,029;10.059,64
09/01/2024;11,65;1,00043739;1.748.184.592.991,06;787;11,65;11,64;11,65;0,033;8.727,85
08/01/2024;11,65;1,00043739;1.732.374.484.331,52;710;11,65;11,64;11,65;0,033;8.688,54
05/01/2024;11,65;1,00043739;1.739.548.612.884,46;803;11,65;11,64;11,65;0,032;9.185,72
04/01/2024;11,65;1,00043739;1.766.394.535.264,87;806;11,65;11,64;11,65;0,03;9.089,21
03/01/2024;11,65;1,00043739;1.772.488.671.008,43;820;11,65;11,64;11,65;0,03;8.545,93
02/01/2024;11,65;1,00043739;1.736.505.191.312,17;805;11,65;11,64;11,65;0,036;6.705,51
29/12/2023;11,65;1,00043739;1.217.331.604.223,66;249;11,65;11,65;11,65;0,035;8.031,55
28/12/2023;11,65;1,00043739;1.266.103.079.763,90;396;11,65;11,65;11,65;0,229;3.082,03
27/12/2023;11,65;1,00043739;1.378.258.726.056,72;811;11,65;11,64;11,65;0,06;3.832,53
26/12/2023;11,65;1,00043739;1.352.771.024.814,50;824;11,65;11,64;11,65;0,046;5.039,05
22/12/2023;11,65;1,00043739;1.343.367.735.065,10;809;11,65;11,64;11,65;0,039;6.691,56
21/12/2023;11,65;1,00043739;1.334.489.809.861,13;776;11,65;11,64;11,65;0,04;5.895,08
20/12/2023;11,65;1,00043739;1.409.317.787.343,22;790;11,65;11,64;11,65;0,034;7.268,88
19/12/2023;11,65;1,00043739;1.443.533.925.799,80;799;11,65;11,64;11,65;0,043;5.942,03
18/12/2023;11,65;1,00043739;1.427.896.292.720,87;802;11,65;11,64;11,65;0,065;2.842,33
15/12/2023;11,65;1,00043739;1.393.565.784.157,56;785;11,65;11,64;11,65;0,056;3.657,48
14/12/2023;11,65;1,00043739;1.415.766.353.522,78;814;11,65;11,64;11,65;0,08;1.929,23
13/12/2023;12,15;1,00045513;1.455.882.818.286,55;828;12,15;12,14;12,15;0,082;2.052,68
12/12/2023;12,15;1,00045513;1.472.776.518.015,82;797;12,15;12,14;12,15;0,032;10.010,98
11/12/2023;12,15;1,00045513;1.467.813.313.110,15;697;12,15;12,14;12,15;0,044;6.446,74
08/12/2023;12,15;1,00045513;1.456.966.755.365,31;783;12,15;12,14;12,15;0,047;5.645,19
07/12/2023;12,15;1,00045513;1.454.055.151.519,25;779;12,15;12,14;12,15;0,049;5.306,05
06/12/2023;12,15;1,00045513;1.448.770.722.501,55;787;12,15;12,14;12,15;0,043;6.514,49
05/12/2023;12,15;1,00045513;1.503.840.515.351,27;713;12,15;12,14;12,15;0,054;20.874,05
04/12/2023;12,15;1,00045513;1.503.958.810.467,54;692;12,15;12,14;12,15;0,039;7.840,75
01/12/2023;12,15;1,00045513;1.471.767.555.780,78;825;12,15;12,14;12,15;0,05;9.577,85
30/11/2023;12,15;1,00045513;1.430.736.765.801,04;801;12,15;12,14;12,15;0,045;6.155,30
29/11/2023;12,15;1,00045513;1.452.708.803.425,30;797;12,15;12,14;12,15;0,041;7.240,74
28/11/2023;12,15;1,00045513;1.461.860.698.626,43;790;12,15;12,14;12,15;0,034;9.532,14
27/11/2023;12,15;1,00045513;1.461.569.003.060,28;684;12,15;12,14;12,15;0,034;9.765,10
24/11/2023;12,15;1,00045513;1.485.960.175.126,48;689;12,15;12,14;12,15;0,04;7.563,48
23/11/2023;12,15;1,00045513;1.487.837.983.684,82;680;12,15;12,14;12,15;0,04;7.476,98
22/11/2023;12,15;1,00045513;1.494.699.163.862,98;798;12,15;12,14;12,15;0,039;7.222,01
21/11/2023;12,15;1,00045513;1.517.936.088.575,69;810;12,15;12,14;12,15;0,033;9.212,69
20/11/2023;12,15;1,00045513;1.544.404.889.115,21;778;12,15;12,14;12,15;0,027;12.053,37
17/11/2023;12,15;1,00045513;1.545.897.171.621,12;648;12,15;12,14;12,15;0,045;6.286,53
16/11/2023;12,15;1,00045513;1.546.344.364.108,76;650;12,15;12,14;12,15;0,041;7.352,58
14/11/2023;12,15;1,00045513;1.553.603.129.906,71;732;12,15;12,14;12,15;0,047;5.501,67
13/11/2023;12,15;1,00045513;1.544.271.998.616,95;664;12,15;12,14;12,15;0,043;6.631,40
10/11/2023;12,15;1,00045513;1.532.722.143.714,32;638;12,15;12,14;12,15;0,034;9.554,33
09/11/2023;12,15;1,00045513;1.536.196.922.320,21;620;12,15;12,14;12,15;0,038;8.140,94
08/11/2023;12,15;1,00045513;1.511.100.818.348,72;643;12,15;12,14;12,15;0,041;7.116,45
07/11/2023;12,15;1,00045513;1.532.348.777.673,69;679;12,15;12,14;12,15;0,034;9.581,44
06/11/2023;12,15;1,00045513;1.523.682.030.278,03;647;12,15;12,14;12,15;0,036;9.294,56
03/11/2023;12,15;1,00045513;1.504.295.701.329,72;664;12,15;12,14;12,15;0,044;3.285,81
01/11/2023;12,65;1,00047279;1.530.105.398.886,95;635;12,65;12,64;12,65;0,033;10.856,11
31/10/2023;12,65;1,00047279;1.538.843.858.548,07;654;12,65;12,64;12,65;0,039;8.438,20
30/10/2023;12,65;1,00047279;1.562.545.813.435,63;639;12,65;12,64;12,65;0,034;10.559,09
27/10/2023;12,65;1,00047279;1.556.995.749.937,34;678;12,65;12,64;12,65;0,037;9.445,34
26/10/2023;12,65;1,00047279;1.559.371.480.775,45;643;12,65;12,64;12,65;0,04;8.083,65
25/10/2023;12,65;1,00047279;1.574.526.021.342,49;642;12,65;12,64;12,65;0,039;8.515,84
24/10/2023;12,65;1,00047279;1.583.779.365.683,83;679;12,65;12,64;12,65;0,041;17.967,49
23/10/2023;12,65;1,00047279;1.610.219.529.725,15;628;12,65;12,64;12,65;0,043;7.492,69
20/10/2023;12,65;1,00047279;1.654.833.872.445,16;644;12,65;12,64;12,65;0,04;9.896,35
19/10/2023;12,65;1,00047279;1.661.164.338.072,89;625;12,65;12,64;12,65;0,043;7.337,78
18/10/2023;12,65;1,00047279;1.658.753.990.283,68;662;12,65;12,64;12,65;0,042;7.527,57
17/10/2023;12,65;1,00047279;1.659.192.474.990;652;12,65;12,64;12,65;0,051;5.467,79
16/10/2023;12,65;1,00047279;1.657.055.182.063;653;12,65;12,64;12,65;0,046;6.404,53
13/10/2023;12,65;1,00047279;1.639.486.471.797,10;656;12,65;12,64;12,65;0,045;6.650,39
11/10/2023;12,65;1,00047279;1.659.419.134.088,47;797;12,65;12,64;12,65;0,052;5.072,60
10/10/2023;12,65;1,00047279;1.684.228.033.030,48;658;12,65;12,64;12,65;0,044;6.854,43
09/10/2023;12,65;1,00047279;1.681.542.037.055,54;637;12,65;12,64;12,65;0,045;6.988,40
06/10/2023;12,65;1,00047279;1.675.803.926.998,15;689;12,65;12,64;12,65;0,048;6.126,10
05/10/2023;12,65;1,00047279;1.685.557.818.602,26;659;12,65;12,64;12,65;0,045;6.844,67
04/10/2023;12,65;1,00047279;1.677.138.752.683,61;665;12,65;12,64;12,65;0,033;11.287,65
03/10/2023;12,65;1,00047279;1.693.724.597.050,87;662;12,65;12,64;12,65;0,033;11.129,67
02/10/2023;12,65;1,00047279;1.668.222.357.073,26;693;12,65;12,64;12,65;0,031;11.663,54
29/09/2023;12,65;1,00047279;1.540.402.721.463,98;745;12,65;12,64;12,65;0,036;9.389,63
28/09/2023;12,65;1,00047279;1.591.655.754.792,51;662;12,65;12,64;12,65;0,032;11.355,89
27/09/2023;12,65;1,00047279;1.589.249.644.239,44;637;12,65;12,64;12,65;0,03;12.293,10
26/09/2023;12,65;1,00047279;1.604.002.057.357,97;675;12,65;12,64;12,65;0,036;9.702,40
25/09/2023;12,65;1,00047279;1.626.255.705.245,51;672;12,65;12,64;12,65;0,035;10.007,40
22/09/2023;12,65;1,00047279;1.577.329.387.207,07;678;12,65;12,64;12,65;0,041;7.770,42
21/09/2023;12,65;1,00047279;1.591.291.230.810,32;662;12,65;12,64;12,65;0,034;7.758,21
20/09/2023;13,15;1,00049037;1.663.575.178.266,04;664;13,15;13,14;13,15;0,034;11.198,06
19/09/2023;13,15;1,00049037;1.677.816.166.816,88;636;13,15;13,14;13,15;0,036;10.513,84
18/09/2023;13,15;1,00049037;1.680.736.642.268,66;633;13,15;13,14;13,15;0,06;4.360,10
15/09/2023;13,15;1,00049037;1.693.064.277.592,20;619;13,15;13,14;13,15;0,057;4.533,82
14/09/2023;13,15;1,00049037;1.694.723.397.017,17;626;13,15;13,14;13,15;0,054;5.282,57
13/09/2023;13,15;1,00049037;1.699.309.658.748,77;636;13,15;13,14;13,15;0,049;6.256,07
12/09/2023;13,15;1,00049037;1.713.318.037.630,42;637;13,15;13,14;13,15;0,027;14.509,69
11/09/2023;13,15;1,00049037;1.723.090.801.184,25;654;13,15;13,14;13,15;0,053;5.446,92
08/09/2023;13,15;1,00049037;1.691.159.775.949,31;632;13,15;13,14;13,15;0,036;10.326,01
06/09/2023;13,15;1,00049037;1.704.379.572.947,15;613;13,15;13,14;13,15;0,032;12.324,87
05/09/2023;13,15;1,00049037;1.706.905.147.243,24;644;13,15;13,14;13,15;0,033;10.494,65
04/09/2023;13,15;1,00049037;1.709.257.004.238,26;651;13,15;13,14;13,15;0,038;9.062,22
01/09/2023;13,15;1,00049037;1.700.529.513.913,64;670;13,15;13,14;13,15;0,039;8.439,51
31/08/2023;13,15;1,00049037;1.331.433.206.119,48;606;13,15;13,14;13,15;0,041;8.125,81
30/08/2023;13,15;1,00049037;1.352.317.657.713,58;734;13,15;13,14;13,15;0,05;5.387,13
29/08/2023;13,15;1,00049037;1.378.227.717.142,66;624;13,15;13,14;13,15;0,047;6.181,76
28/08/2023;13,15;1,00049037;1.359.347.020.948,66;629;13,15;13,14;13,15;0,049;6.288,57
25/08/2023;13,15;1,00049037;1.366.530.770.357,75;608;13,15;13,14;13,15;0,054;6.586,65
24/08/2023;13,15;1,00049037;1.385.781.747.141,57;644;13,15;13,14;13,15;0,05;7.751,09
23/08/2023;13,15;1,00049037;1.381.357.738.461,70;594;13,15;13,14;13,15;0,055;6.442,17
22/08/2023;13,15;1,00049037;1.394.809.131.516,14;606;13,15;13,14;13,15;0,032;9.012,93
21/08/2023;13,15;1,00049037;1.395.713.574.940,18;622;13,15;13,14;13,15;0,027;10.839,82
18/08/2023;13,15;1,00049037;1.433.565.362.988,05;634;13,15;13,14;13,15;0,03;10.172,03
17/08/2023;13,15;1,00049037;1.438.169.882.221,20;606;13,15;13,14;13,15;0,03;9.707,25
16/08/2023;13,15;1,00049037;1.443.865.335.098,64;682;13,15;13,14;13,15;0,039;6.833,15
15/08/2023;13,15;1,00049037;1.451.277.800.424,68;721;13,15;13,14;13,15;0,036;7.674,38
14/08/2023;13,15;1,00049037;1.407.166.312.998,73;746;13,15;13,14;13,15;0,032;8.719,19
11/08/2023;13,15;1,00049037;1.406.955.625.318,44;727;13,15;13,14;13,15;0,034;8.449,20
10/08/2023;13,15;1,00049037;1.430.681.857.019,49;732;13,15;13,14;13,15;0,026;10.814,72
09/08/2023;13,15;1,00049037;1.430.193.082.092,72;744;13,15;13,14;13,15;0,031;9.461,11
08/08/2023;13,15;1,00049037;1.411.580.429.516,67;717;13,15;13,14;13,15;0,032;8.354,16
07/08/2023;13,15;1,00049037;1.401.887.837.858,02;742;13,15;13,14;13,15;0,029;10.257,75
04/08/2023;13,15;1,00049037;1.379.412.264.495,86;718;13,15;13,14;13,15;0,035;7.648,75
03/08/2023;13,15;1,00049037;1.390.807.678.665,12;732;13,15;13,14;13,15;0,03;8.452,89
02/08/2023;13,65;1,00050788;1.378.690.864.379,01;694;13,65;13,64;13,65;0,03;12.010,43
01/08/2023;13,65;1,00050788;1.375.197.770.610,18;735;13,65;13,64;13,65;0,03;12.293,59
31/07/2023;13,65;1,00050788;1.368.384.475.440,36;752;13,65;13,64;13,65;0,037;9.820,58
28/07/2023;13,65;1,00050788;1.383.225.490.983,15;754;13,65;13,64;13,65;0,037;9.251,61
27/07/2023;13,65;1,00050788;1.388.389.488.874,59;693;13,65;13,64;13,65;0,034;10.990,19
26/07/2023;13,65;1,00050788;1.386.026.132.509,52;730;13,65;13,64;13,65;0,036;9.887,71
25/07/2023;13,65;1,00050788;1.407.665.988.957,27;723;13,65;13,64;13,65;0,045;7.100,18
24/07/2023;13,65;1,00050788;1.407.913.965.363,56;734;13,65;13,64;13,65;0,033;11.519,23
21/07/2023;13,65;1,00050788;1.414.628.463.148,55;746;13,65;13,64;13,65;0,04;8.821,10
20/07/2023;13,65;1,00050788;1.463.817.956.530,58;751;13,65;13,64;13,65;0,045;7.167,97
19/07/2023;13,65;1,00050788;1.470.872.316.961,37;746;13,65;13,64;13,65;0,044;7.534,63
18/07/2023;13,65;1,00050788;1.477.956.768.286,98;752;13,65;13,64;13,65;0,072;3.081,95
17/07/2023;13,65;1,00050788;1.502.060.777.499,66;778;13,65;13,64;13,65;0,063;3.913,03
14/07/2023;13,65;1,00050788;1.481.288.579.295,56;770;13,65;13,64;13,65;0,05;5.900,43
13/07/2023;13,65;1,00050788;1.496.627.788.936,49;757;13,65;13,64;13,65;0,032;12.255,42
12/07/2023;13,65;1,00050788;1.515.501.590.802,84;659;13,65;13,64;13,65;0,029;13.336,10
11/07/2023;13,65;1,00050788;1.540.652.447.289,58;775;13,65;13,64;13,65;0,031;12.604,16
10/07/2023;13,65;1,00050788;1.536.383.355.830,88;683;13,65;13,64;13,65;0,03;12.850,53
07/07/2023;13,65;1,00050788;1.510.256.356.071,57;755;13,65;13,64;13,65;0,034;11.058,28
06/07/2023;13,65;1,00050788;1.516.790.760.448,94;784;13,65;13,64;13,65;0,041;5.198,45
05/07/2023;13,65;1,00050788;1.525.194.670.695,50;756;13,65;13,64;13,65;0,031;12.780,17
04/07/2023;13,65;1,00050788;1.547.084.633.126,51;748;13,65;13,64;13,65;0,033;11.685,97
03/07/2023;13,65;1,00050788;1.532.088.408.960,33;757;13,65;13,64;13,65;0,031;11.190,19
30/06/2023;13,65;1,00050788;1.209.328.957.686,52;746;13,65;13,64;13,65;0,037;9.887,30
29/06/2023;13,65;1,00050788;1.222.360.503.574,38;764;13,65;13,64;13,65;0,037;7.831,73
28/06/2023;13,65;1,00050788;1.227.901.437.228,35;842;13,65;13,64;13,65;0,041;8.250,83
27/06/2023;13,65;1,00050788;1.235.584.027.969,59;788;13,65;13,64;13,65;0,04;7.990,34
26/06/2023;13,65;1,00050788;1.241.943.815.073,15;841;13,65;13,64;13,65;0,041;7.868,99
23/06/2023;13,65;1,00050788;1.274.030.992.152,60;730;13,65;13,64;13,65;0,041;8.348,62
22/06/2023;13,65;1,00050788;1.292.189.450.814,04;721;13,65;13,64;13,65;0,038;9.551,93
21/06/2023;13,65;1,00050788;1.314.271.837.583,53;783;13,65;13,64;13,65;0,044;8.066,13
20/06/2023;13,65;1,00050788;1.369.672.608.184,45;762;13,65;13,64;13,65;0,04;9.256,43
19/06/2023;13,65;1,00050788;1.389.675.408.526,29;771;13,65;13,64;13,65;0,042;8.634,58
16/06/2023;13,65;1,00050788;1.377.147.318.205,82;733;13,65;13,64;13,65;0,053;5.733,57
15/06/2023;13,65;1,00050788;1.396.477.512.877,18;755;13,65;13,64;13,65;0,045;7.679,95
14/06/2023;13,65;1,00050788;1.398.879.834.162,38;765;13,65;13,64;13,65;0,047;7.328,41
13/06/2023;13,65;1,00050788;1.387.891.877.276,35;770;13,65;13,64;13,65;0,045;7.804,70
12/06/2023;13,65;1,00050788;1.377.513.108.929,24;760;13,65;13,64;13,65;0,037;10.770,58
09/06/2023;13,65;1,00050788;1.382.749.082.745,88;760;13,65;13,64;13,65;0,049;6.685,64
07/06/2023;13,65;1,00050788;1.394.392.752.092,76;732;13,65;13,64;13,65;0,04;9.539,07
06/06/2023;13,65;1,00050788;1.402.973.069.436,90;770;13,65;13,64;13,65;0,041;9.099,92
05/06/2023;13,65;1,00050788;1.421.664.169.487,07;755;13,65;13,64;13,65;0,041;9.176,41
02/06/2023;13,65;1,00050788;1.416.458.576.607,07;752;13,65;13,64;13,65;0,035;11.679,23
01/06/2023;13,65;1,00050788;1.401.229.607.003,60;719;13,65;13,64;13,65;0,034;12.409,50
31/05/2023;13,65;1,00050788;1.362.956.657.646,67;740;13,65;13,64;13,65;0,029;13.878,67
30/05/2023;13,65;1,00050788;1.373.983.989.868,82;746;13,65;13,64;13,65;0,036;10.853,90
29/05/2023;13,65;1,00050788;1.380.916.257.916,35;712;13,65;13,64;13,65;0,033;12.329,44
26/05/2023;13,65;1,00050788;1.382.277.685.452,21;728;13,65;13,64;13,65;0,036;11.528,27
25/05/2023;13,65;1,00050788;1.432.561.839.385,36;722;13,65;13,64;13,65;0,037;11.500,15
24/05/2023;13,65;1,00050788;1.431.386.523.243,96;729;13,65;13,64;13,65;0,033;13.406,52
23/05/2023;13,65;1,00050788;1.435.082.103.857,10;712;13,65;13,64;13,65;0,035;12.247,27
22/05/2023;13,65;1,00050788;1.444.940.604.202,14;743;13,65;13,64;13,65;0,024;17.974,27
19/05/2023;13,65;1,00050788;1.469.276.521.655,04;725;13,65;13,64;13,65;0,023;18.073,41
18/05/2023;13,65;1,00050788;1.476.288.545.041,24;723;13,65;13,64;13,65;0,023;19.661,48
17/05/2023;13,65;1,00050788;1.477.197.205.891,21;722;13,65;13,64;13,65;0,022;18.561,08
16/05/2023;13,65;1,00050788;1.474.129.132.978,22;741;13,65;13,64;13,65;0,069;3.678,30
15/05/2023;13,65;1,00050788;1.482.866.887.688,04;751;13,65;13,64;13,65;0,068;3.840,16
12/05/2023;13,65;1,00050788;1.287.683.141.704,55;777;13,65;13,64;13,65;0,042;6.727,05
11/05/2023;13,65;1,00050788;1.295.715.089.627,64;759;13,65;13,64;13,65;0,026;15.032,86
10/05/2023;13,65;1,00050788;1.317.206.804.271,05;788;13,65;13,64;13,65;0,02;13.708,88
09/05/2023;13,65;1,00050788;1.315.697.442.304,05;761;13,65;13,64;13,65;0,027;15.524,07
08/05/2023;13,65;1,00050788;1.287.637.360.202,63;771;13,65;13,64;13,65;0,022;13.282,12
05/05/2023;13,65;1,00050788;1.275.094.277.192,53;729;13,65;13,64;13,65;0,02;10.480,52
04/05/2023;13,65;1,00050788;1.316.875.475.127,74;769;13,65;13,64;13,65;0,024;16.225,76
03/05/2023;13,65;1,00050788;1.319.106.408.666,61;759;13,65;13,64;13,65;0,023;16.017,42
02/05/2023;13,65;1,00050788;1.302.799.695.569,81;770;13,65;13,64;13,65;0,017;278,307
28/04/2023;13,65;1,00050788;1.257.752.115.039;857;13,65;13,64;13,65;0,031;113,45
27/04/2023;13,65;1,00050788;1.329.792.977.353,61;761;13,65;13,64;13,65;0,016;4.609,44
26/04/2023;13,65;1,00050788;1.333.242.801.420,85;779;13,65;13,64;13,65;0,017;5.644,45
25/04/2023;13,65;1,00050788;1.365.348.161.265,22;751;13,65;13,64;13,65;0,016;6.427,09
24/04/2023;13,65;1,00050788;1.361.683.673.263,98;758;13,65;13,64;13,65;0,02;16.816,80
20/04/2023;13,65;1,00050788;1.412.323.326.364,06;747;13,65;13,64;13,65;0,016;2.494,03
19/04/2023;13,65;1,00050788;1.401.621.473.332,03;755;13,65;13,64;13,65;0,016;2.778,94
18/04/2023;13,65;1,00050788;1.412.967.699.040,35;735;13,65;13,64;13,65;0,106;1.706,07
17/04/2023;13,65;1,00050788;1.422.058.218.717,78;783;13,65;13,64;13,65;0,098;1.700,37
14/04/2023;13,65;1,00050788;1.419.200.391.507,29;753;13,65;13,64;13,65;0,019;10.545,13
13/04/2023;13,65;1,00050788;1.440.929.865.925,92;733;13,65;13,64;13,65;0,016;1.156,34
12/04/2023;13,65;1,00050788;1.439.775.317.582,75;748;13,65;13,64;13,65;0,016;1.038,03
11/04/2023;13,65;1,00050788;1.459.618.802.134,74;778;13,65;13,64;13,65;0,016;345,509
10/04/2023;13,65;1,00050788;1.424.113.208.044,80;731;13,65;13,64;13,65;0,018;707,608
06/04/2023;13,65;1,00050788;1.445.866.172.155,97;748;13,65;13,64;13,65;0,017;502,35
05/04/2023;13,65;1,00050788;1.421.525.555.199,99;730;13,65;13,64;13,65;0,017;322,717
04/04/2023;13,65;1,00050788;1.426.212.724.528,69;716;13,65;13,64;13,65;0,062;4.082,72
03/04/2023;13,65;1,00050788;1.388.665.355.850,59;731;13,65;13,64;13,65;0,063;3.938,05
31/03/2023;13,65;1,00050788;1.274.581.183.798,16;702;13,65;13,64;13,65;0,017;423,182
30/03/2023;13,65;1,00050788;1.367.643.625.353,06;723;13,65;13,64;13,65;0,016;357,062
29/03/2023;13,65;1,00050788;1.383.330.593.266,29;736;13,65;13,64;13,65;0,021;15.569,98
28/03/2023;13,65;1,00050788;1.391.617.528.346,05;726;13,65;13,64;13,65;0,022;13.568,25
27/03/2023;13,65;1,00050788;1.396.253.364.404,03;741;13,65;13,64;13,65;0,021;15.412,15
24/03/2023;13,65;1,00050788;1.411.017.962.118,71;760;13,65;13,64;13,65;0,023;15.412,79
23/03/2023;13,65;1,00050788;1.429.923.772.013,20;757;13,65;13,64;13,65;0,019;11.219,47
22/03/2023;13,65;1,00050788;1.444.806.721.064,57;746;13,65;13,64;13,65;0,018;2.699,89
21/03/2023;13,65;1,00050788;1.456.169.376.876,30;753;13,65;13,64;13,65;0,017;2.560,46
20/03/2023;13,65;1,00050788;1.513.396.032.130,39;772;13,65;13,64;13,65;0,017;365,113
17/03/2023;13,65;1,00050788;1.485.193.205.933,30;763;13,65;13,64;13,65;0,016;374,927
16/03/2023;13,65;1,00050788;1.507.570.951.313,12;726;13,65;13,64;13,65;0,016;376,837
15/03/2023;13,65;1,00050788;1.502.001.268.117,01;735;13,65;13,64;13,65;0,017;591,137
14/03/2023;13,65;1,00050788;1.521.890.273.551,38;726;13,65;13,64;13,65;0,016;350,938
13/03/2023;13,65;1,00050788;1.518.315.923.151,49;625;13,65;13,64;13,65;0,016;380,116
10/03/2023;13,65;1,00050788;1.510.668.645.761,50;721;13,65;13,64;13,65;0,017;485,306
09/03/2023;13,65;1,00050788;1.539.133.129.728,80;765;13,65;13,64;13,65;0,018;11.603,94
08/03/2023;13,65;1,00050788;1.526.136.329.250,46;764;13,65;13,64;13,65;0,016;437,315
07/03/2023;13,65;1,00050788;1.544.569.438.664,71;761;13,65;13,64;13,65;0,016;358,964
06/03/2023;13,65;1,00050788;1.546.422.664.772,37;745;13,65;13,64;13,65;0,016;362,367
03/03/2023;13,65;1,00050788;1.543.639.819.097,86;747;13,65;13,64;13,65;0,016;372,053
